respondent_id,age,income,education,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20
2710,89.0,101166.0,High School,4,3,3,5,1.0,1,4,3,3,3.0,3,4,4,3,3.0,,4.0,3.0,4,4
2711,28.0,300000.0,Master,4,3,5,4,3.0,1,1,4,3,1.0,4,3,5,3,1.0,,5.0,2.0,3,2
2712,73.0,,Bachelor,2,4,4,2,2.0,2,5,4,3,4.0,5,3,3,4,,,4.0,3.0,1,3
2713,76.0,,Bachelor,3,3,3,2,3.0,4,4,3,3,2.0,3,3,3,5,1.0,4.0,,,3,3
2714,40.0,,High School,4,3,2,4,3.0,2,3,3,4,4.0,2,3,5,4,,4.0,,3.0,2,3
2715,63.0,196807.0,High School,3,3,3,4,3.0,5,4,2,4,2.0,3,5,4,4,,,3.0,2.0,3,3
2716,29.0,,Master,5,4,4,3,4.0,2,3,4,3,2.0,3,2,2,3,2.0,3.0,4.0,4.0,1,3
2717,53.0,,Master,3,2,2,2,2.0,4,4,2,3,5.0,3,3,4,2,3.0,4.0,3.0,,4,2
2718,59.0,,High School,5,4,4,4,4.0,5,3,2,3,,3,5,3,3,,4.0,1.0,4.0,2,3
2719,29.0,,Master,3,4,4,2,4.0,3,3,3,4,2.0,2,4,2,3,,,3.0,1.0,5,2
2720,64.0,,Bachelor,5,1,3,4,4.0,3,2,2,5,3.0,2,2,3,3,3.0,3.0,,,4,3
2721,59.0,,Master,3,3,3,1,3.0,3,4,4,2,4.0,4,2,2,2,,,,,3,4
2722,71.0,190717.0,High School,3,3,4,2,4.0,4,5,3,4,3.0,3,3,3,4,4.0,,,,4,4
2723,48.0,,Bachelor,3,3,2,3,2.0,3,3,3,2,4.0,4,2,3,4,4.0,5.0,4.0,4.0,4,4
2724,18.0,254445.0,Master,1,4,4,3,5.0,5,3,2,4,5.0,4,4,3,4,4.0,3.0,3.0,3.0,3,5
2725,49.0,111868.0,High School,2,4,3,4,3.0,5,2,2,4,4.0,4,4,3,3,3.0,,4.0,,3,5
2726,43.0,,High School,4,3,3,2,3.0,5,3,4,4,3.0,2,5,4,2,4.0,,5.0,4.0,2,3
2727,62.0,82755.0,High School,3,2,3,3,5.0,3,4,4,2,3.0,2,2,4,3,3.0,,3.0,4.0,5,3
2728,26.0,,PhD,4,4,2,2,1.0,2,3,4,4,4.0,1,2,2,3,5.0,3.0,5.0,3.0,4,4
2729,82.0,209840.0,Bachelor,3,3,4,5,,4,4,3,3,2.0,3,4,4,3,,4.0,,3.0,4,2
2730,48.0,,High School,3,2,5,4,3.0,4,4,3,3,3.0,2,3,3,3,4.0,3.0,3.0,3.0,5,3
2731,68.0,,Bachelor,4,3,4,3,4.0,3,3,3,4,3.0,4,3,1,3,,2.0,,,5,3
2732,20.0,,Bachelor,3,3,3,3,4.0,5,5,3,3,2.0,3,2,2,4,4.0,3.0,2.0,,3,3
2733,42.0,,Bachelor,4,5,4,3,,5,3,3,3,2.0,3,3,4,2,3.0,5.0,3.0,4.0,4,3
2734,73.0,,Bachelor,3,3,3,4,4.0,4,3,1,4,3.0,4,3,5,3,,,,,3,4
2735,33.0,,High School,4,4,3,3,5.0,2,2,4,2,2.0,5,4,4,3,4.0,,4.0,4.0,5,2
2736,25.0,,Bachelor,3,4,5,1,5.0,4,3,3,4,3.0,3,2,4,3,3.0,5.0,4.0,4.0,3,4
2737,45.0,,High School,4,2,4,3,3.0,2,2,3,1,5.0,1,3,5,3,,,4.0,4.0,4,4
2738,60.0,123326.0,Master,3,1,3,4,3.0,3,4,3,1,3.0,3,3,3,4,3.0,,3.0,2.0,5,3
2739,40.0,129013.0,Master,3,5,3,4,4.0,1,3,4,5,4.0,1,2,2,3,3.0,3.0,4.0,3.0,4,5
2740,43.0,103333.0,High School,2,2,4,2,5.0,2,3,3,3,,4,3,4,1,3.0,2.0,3.0,,3,3
2741,47.0,,Master,2,2,4,3,5.0,3,3,4,2,4.0,4,4,2,4,4.0,,,3.0,2,3
2742,41.0,,Master,4,3,3,4,4.0,1,4,4,4,4.0,4,4,2,3,3.0,5.0,4.0,4.0,1,5
2743,54.0,,Bachelor,5,3,2,4,3.0,2,3,4,2,5.0,4,3,4,5,4.0,4.0,4.0,4.0,3,3
2744,25.0,,Master,3,5,3,3,4.0,3,2,3,1,3.0,5,3,3,2,3.0,5.0,4.0,3.0,4,1
2745,27.0,,Bachelor,4,4,4,4,5.0,1,4,3,3,3.0,4,4,4,3,5.0,4.0,4.0,2.0,2,4
2746,51.0,,Master,4,4,3,2,3.0,3,3,4,2,3.0,1,3,1,3,3.0,3.0,,3.0,2,5
2747,37.0,300000.0,Master,2,1,4,3,4.0,4,4,3,2,4.0,4,3,2,3,3.0,,1.0,1.0,2,3
2748,61.0,,Bachelor,5,3,3,3,2.0,1,3,5,3,4.0,4,4,3,3,3.0,2.0,,2.0,4,2
2749,39.0,,Bachelor,4,2,3,3,4.0,3,4,3,2,,3,5,4,5,5.0,4.0,,,1,3
2750,53.0,82979.0,High School,4,3,3,4,2.0,3,3,5,3,4.0,5,3,2,3,2.0,,1.0,,4,3
2751,54.0,,Bachelor,5,5,3,3,,3,4,4,5,4.0,3,1,3,4,3.0,3.0,5.0,3.0,3,2
2752,38.0,,Bachelor,3,3,3,3,3.0,3,5,3,3,3.0,3,3,5,4,3.0,4.0,4.0,4.0,4,3
2753,44.0,,High School,4,4,2,3,2.0,2,4,4,4,3.0,3,3,3,3,4.0,4.0,4.0,4.0,4,5
2754,46.0,,Bachelor,5,3,3,3,3.0,3,3,4,2,3.0,4,4,2,4,3.0,5.0,3.0,4.0,4,5
2755,30.0,94617.0,Bachelor,3,4,4,5,4.0,5,3,3,1,2.0,3,4,3,2,3.0,4.0,3.0,2.0,4,3
2756,61.0,,PhD,2,5,3,1,4.0,2,3,4,3,4.0,4,3,2,5,3.0,3.0,,4.0,4,3
2757,38.0,,High School,2,3,5,3,5.0,4,2,3,4,2.0,2,2,2,4,3.0,2.0,2.0,3.0,4,3
2758,31.0,,Bachelor,3,3,2,5,4.0,2,3,3,3,4.0,3,3,3,2,3.0,4.0,,3.0,3,2
2759,47.0,,Bachelor,4,3,3,5,5.0,4,3,4,2,5.0,2,3,2,4,3.0,,5.0,3.0,4,4
2760,65.0,,Master,4,3,3,4,3.0,4,4,3,3,4.0,2,3,4,4,2.0,5.0,3.0,,1,4
2761,44.0,,High School,2,4,4,2,2.0,5,2,3,4,3.0,2,3,4,3,3.0,4.0,1.0,5.0,3,3
2762,43.0,,High School,3,3,3,4,2.0,2,3,2,4,4.0,4,3,5,2,3.0,,5.0,4.0,3,2
2763,48.0,,Bachelor,3,1,4,2,3.0,3,3,5,2,4.0,3,4,5,3,4.0,4.0,4.0,4.0,4,4
2764,41.0,,High School,4,4,1,2,3.0,4,5,3,2,3.0,2,3,2,4,3.0,,3.0,4.0,4,2
2765,33.0,,Bachelor,4,4,1,2,3.0,3,3,4,1,4.0,3,3,4,4,4.0,1.0,2.0,4.0,4,3
2766,47.0,,Master,4,3,1,3,3.0,3,5,4,5,5.0,4,4,5,3,3.0,3.0,4.0,,3,5
2767,41.0,,High School,3,2,1,4,3.0,2,3,3,3,1.0,3,4,4,3,4.0,3.0,,2.0,3,2
2768,24.0,,High School,4,2,3,3,4.0,3,4,3,1,5.0,5,4,4,5,3.0,4.0,4.0,4.0,4,4
2769,41.0,,Bachelor,4,4,3,4,4.0,3,2,3,4,3.0,2,4,5,4,4.0,,4.0,3.0,3,3
2770,41.0,,Master,3,2,4,3,4.0,3,4,4,4,2.0,4,3,3,3,1.0,2.0,3.0,3.0,2,2
2771,42.0,89614.0,Bachelor,4,3,3,5,3.0,4,2,3,3,2.0,4,3,5,3,4.0,1.0,3.0,3.0,1,3
2772,27.0,,Master,3,3,2,3,4.0,4,3,3,1,4.0,3,4,4,4,4.0,,4.0,4.0,5,3
2773,54.0,,Bachelor,4,3,4,4,4.0,3,3,5,5,4.0,4,4,3,4,2.0,,4.0,,4,3
2774,62.0,,Bachelor,4,2,3,2,4.0,4,3,3,3,5.0,3,3,3,2,3.0,4.0,2.0,3.0,4,5
2775,44.0,,High School,4,3,3,2,4.0,3,2,3,2,4.0,3,4,3,5,3.0,4.0,,2.0,5,3
2776,41.0,,High School,4,4,2,4,4.0,5,4,2,5,2.0,2,4,4,2,4.0,5.0,,2.0,3,3
2777,49.0,,Master,3,3,2,3,2.0,2,3,4,3,3.0,1,3,3,4,3.0,,,3.0,4,3
2778,49.0,,High School,3,2,3,5,3.0,2,3,4,4,2.0,3,3,3,2,3.0,2.0,3.0,4.0,4,1
2779,35.0,,Bachelor,3,4,4,1,3.0,3,5,4,3,4.0,3,5,4,2,3.0,4.0,3.0,3.0,5,2
2780,55.0,,Bachelor,3,3,2,5,3.0,5,1,4,4,4.0,4,4,3,2,3.0,4.0,2.0,3.0,2,3
2781,35.0,,High School,2,3,2,1,2.0,3,4,1,2,2.0,3,3,3,1,4.0,5.0,5.0,2.0,3,5
2782,28.0,,Master,5,4,3,4,2.0,5,3,1,4,1.0,4,5,3,5,3.0,4.0,2.0,4.0,4,4
2783,42.0,,Bachelor,2,4,3,4,2.0,3,4,5,3,4.0,2,5,2,2,,3.0,3.0,2.0,4,4
2784,48.0,,Bachelor,4,4,5,3,2.0,4,4,2,2,3.0,3,4,3,4,,,,,3,4
2785,41.0,,High School,3,3,3,4,,3,2,4,4,3.0,3,3,1,4,,,,4.0,2,2
2786,56.0,,High School,5,4,4,3,2.0,4,3,4,5,5.0,2,2,3,4,,3.0,2.0,5.0,1,3
2787,44.0,,High School,5,3,3,3,4.0,4,4,3,3,3.0,3,3,3,5,,3.0,,,4,4
2788,64.0,,Bachelor,4,4,5,2,3.0,3,3,1,4,1.0,3,4,3,5,,4.0,3.0,3.0,3,5
2789,58.0,76580.0,Master,3,3,4,3,5.0,5,4,3,2,4.0,3,3,5,2,5.0,,,,3,4
2790,21.0,85021.0,PhD,3,4,3,4,3.0,3,4,2,5,5.0,2,3,5,4,4.0,3.0,4.0,3.0,2,3
2791,38.0,,Bachelor,5,3,4,4,4.0,4,4,4,4,5.0,2,4,3,1,5.0,,3.0,4.0,4,2
2792,33.0,,Master,3,2,4,4,4.0,3,3,3,3,5.0,2,4,3,4,3.0,,4.0,5.0,4,1
2793,53.0,67883.0,High School,3,3,3,3,3.0,2,4,5,3,2.0,4,4,2,3,3.0,,,,4,4
2794,56.0,,Master,3,1,4,2,4.0,2,4,3,4,5.0,4,2,3,1,,4.0,3.0,,4,3
2795,55.0,,Master,3,4,3,5,5.0,3,3,2,4,4.0,2,3,3,3,,,,,3,3
2796,25.0,91638.0,Bachelor,4,5,4,5,2.0,5,4,2,2,3.0,2,4,3,3,2.0,4.0,2.0,3.0,5,3
2797,41.0,68791.0,Bachelor,4,4,3,4,3.0,3,4,3,4,2.0,3,5,3,3,,4.0,1.0,4.0,5,2
2798,60.0,,High School,2,5,4,3,3.0,2,3,3,5,5.0,4,2,3,3,,2.0,,,4,4
2799,51.0,138576.0,PhD,3,3,4,3,4.0,3,2,2,3,3.0,3,4,4,4,,4.0,3.0,,4,3
2800,18.0,,Master,5,4,3,4,3.0,2,5,2,4,4.0,3,3,4,3,3.0,4.0,3.0,2.0,3,3
2801,73.0,,High School,2,2,4,3,4.0,3,3,5,2,3.0,5,3,3,3,,3.0,,,3,3
2802,45.0,,Bachelor,3,1,3,3,3.0,5,4,4,4,3.0,3,3,3,4,,3.0,3.0,,3,4
2803,51.0,,Bachelor,3,2,4,3,,4,4,1,1,4.0,3,2,3,3,,5.0,,2.0,3,3
2804,45.0,,Bachelor,3,3,3,2,3.0,3,5,4,1,2.0,4,2,1,4,3.0,3.0,5.0,5.0,4,2
2805,37.0,154578.0,Bachelor,3,2,1,4,4.0,3,3,3,3,3.0,3,2,5,4,2.0,4.0,3.0,3.0,4,5
2806,18.0,,Bachelor,5,3,4,4,4.0,2,3,4,3,3.0,3,2,2,2,1.0,3.0,4.0,3.0,3,3
2807,38.0,,Master,4,3,4,3,3.0,5,2,1,3,5.0,4,1,3,4,,4.0,5.0,4.0,3,4
2808,52.0,68245.0,Master,3,3,2,2,5.0,3,5,3,2,2.0,4,5,5,2,3.0,3.0,4.0,4.0,4,4
2809,42.0,127810.0,PhD,2,5,4,2,3.0,2,4,3,4,5.0,3,5,4,2,2.0,,4.0,4.0,3,3
2810,51.0,,High School,4,3,3,4,3.0,3,3,2,4,3.0,3,2,3,3,3.0,3.0,4.0,2.0,1,3
2811,37.0,,High School,4,4,5,5,3.0,4,3,5,4,4.0,3,5,2,4,,3.0,3.0,5.0,5,4
2812,41.0,177472.0,Bachelor,3,3,4,3,4.0,4,5,1,1,4.0,5,3,5,4,2.0,4.0,3.0,,4,3
2813,52.0,,Master,2,2,2,3,,2,3,2,3,5.0,3,1,1,4,,3.0,5.0,3.0,3,4
2814,42.0,,Bachelor,4,4,3,4,4.0,4,4,3,2,2.0,4,4,5,5,,3.0,3.0,3.0,4,3
2815,39.0,,PhD,3,3,4,4,3.0,4,2,1,4,5.0,3,4,1,2,3.0,4.0,3.0,4.0,5,4
2816,54.0,,Master,1,4,3,4,3.0,3,4,5,5,3.0,4,5,3,3,2.0,,4.0,3.0,2,3
2817,44.0,,Bachelor,3,2,5,4,3.0,4,3,1,3,3.0,4,4,3,2,3.0,,3.0,4.0,4,4
2818,32.0,,Master,3,3,3,3,2.0,2,2,4,4,3.0,5,3,3,3,3.0,3.0,3.0,2.0,4,4
2819,43.0,,Bachelor,3,2,4,2,3.0,5,4,3,4,3.0,3,3,5,4,3.0,3.0,3.0,5.0,3,3
2820,39.0,,High School,4,4,2,1,3.0,2,3,2,3,2.0,3,3,3,5,5.0,,1.0,,1,3
2821,31.0,117426.0,High School,4,3,3,5,2.0,3,3,4,2,3.0,3,1,5,1,2.0,5.0,2.0,3.0,1,3
2822,75.0,73170.0,High School,3,3,5,3,3.0,4,3,3,4,,4,3,2,4,5.0,,5.0,4.0,4,3
2823,35.0,,Master,3,3,4,2,3.0,5,2,4,4,4.0,3,3,3,4,4.0,4.0,4.0,4.0,4,2
2824,49.0,,Bachelor,3,4,2,2,3.0,3,3,4,4,3.0,3,4,3,3,,4.0,3.0,,2,3
2825,41.0,,Master,3,3,4,2,4.0,2,4,3,3,3.0,5,1,1,3,,,2.0,4.0,3,3
2826,63.0,124111.0,Master,3,4,3,3,3.0,2,4,3,3,3.0,2,4,2,3,3.0,3.0,,4.0,5,2
2827,64.0,57668.0,Bachelor,5,4,4,4,2.0,4,4,3,3,3.0,2,4,5,4,3.0,1.0,,4.0,3,4
2828,52.0,,Master,3,4,3,5,5.0,3,4,4,2,4.0,3,4,2,3,3.0,,2.0,4.0,4,2
2829,57.0,44708.0,High School,4,5,3,3,3.0,4,4,4,4,1.0,3,3,4,4,,2.0,,2.0,3,2
2830,21.0,,High School,3,4,3,3,3.0,2,3,1,2,2.0,3,3,4,5,3.0,4.0,1.0,3.0,3,1
2831,63.0,,Master,4,4,2,2,3.0,3,3,3,2,1.0,3,3,4,4,,2.0,3.0,1.0,3,3
2832,55.0,71400.0,Master,3,4,3,3,3.0,4,2,4,4,4.0,3,3,3,3,4.0,,,2.0,3,4
2833,35.0,,Bachelor,1,1,4,4,2.0,4,3,2,4,3.0,4,3,3,4,2.0,3.0,,4.0,4,1
2834,36.0,,High School,2,2,4,5,3.0,3,3,4,3,1.0,3,4,3,4,3.0,3.0,4.0,4.0,3,4
2835,43.0,,Master,2,3,3,3,2.0,2,4,3,3,4.0,2,5,1,4,3.0,4.0,3.0,,3,4
2836,77.0,,Bachelor,3,2,2,2,3.0,4,3,3,4,3.0,5,3,4,5,,,,,4,4
2837,41.0,,Bachelor,4,2,4,5,3.0,4,3,4,3,,5,3,3,4,4.0,2.0,2.0,4.0,2,2
2838,34.0,,High School,3,3,4,5,3.0,4,3,3,3,3.0,3,2,4,3,3.0,5.0,4.0,3.0,3,5
2839,35.0,141639.0,Bachelor,3,2,2,4,1.0,3,4,3,4,,2,3,5,4,5.0,4.0,,4.0,4,3
2840,18.0,,Bachelor,5,5,3,4,4.0,5,3,3,3,3.0,3,4,2,3,3.0,2.0,3.0,4.0,1,3
2841,56.0,,High School,2,2,3,4,5.0,3,4,4,3,4.0,4,5,3,5,,3.0,2.0,3.0,3,3
2842,57.0,,High School,4,2,4,2,3.0,2,1,3,5,4.0,5,3,3,3,2.0,,3.0,3.0,2,3
2843,18.0,,Bachelor,4,3,4,3,2.0,3,1,5,3,2.0,1,3,4,4,3.0,5.0,4.0,3.0,4,3
2844,67.0,,High School,5,2,3,4,5.0,4,4,5,3,3.0,5,4,3,4,1.0,4.0,,,2,4
2845,42.0,,Master,3,4,3,4,3.0,5,4,3,5,5.0,1,2,3,5,3.0,2.0,2.0,3.0,3,2
2846,35.0,,High School,3,4,3,3,4.0,4,1,3,3,2.0,5,5,4,1,3.0,3.0,5.0,3.0,4,4
2847,21.0,77989.0,Master,3,3,2,4,4.0,3,3,5,3,4.0,3,3,3,3,3.0,5.0,3.0,4.0,2,3
2848,25.0,,Bachelor,1,3,4,2,4.0,1,1,3,3,4.0,2,3,1,2,4.0,4.0,3.0,2.0,4,3
2849,51.0,,Master,3,4,2,4,3.0,2,2,3,3,1.0,4,4,3,2,,4.0,4.0,1.0,2,5
2850,59.0,,High School,3,4,4,3,4.0,1,5,5,2,3.0,4,1,2,5,4.0,,3.0,,2,3
2851,29.0,,Master,3,3,2,2,1.0,4,3,3,4,2.0,5,1,4,3,4.0,4.0,,4.0,3,3
2852,18.0,,PhD,3,4,3,4,1.0,3,3,4,3,5.0,3,3,4,3,3.0,3.0,3.0,2.0,4,4
2853,41.0,,PhD,3,4,2,2,4.0,4,4,1,3,3.0,2,4,4,1,5.0,3.0,,3.0,2,3
2854,29.0,,High School,3,3,3,3,4.0,3,5,2,4,2.0,5,3,4,3,3.0,2.0,4.0,3.0,2,3
2855,46.0,45137.0,High School,4,3,5,2,2.0,3,2,3,3,2.0,4,3,2,4,4.0,5.0,,2.0,2,1
2856,59.0,,High School,4,2,4,3,4.0,3,3,4,3,4.0,4,4,4,4,5.0,,1.0,,5,3
2857,30.0,,Bachelor,3,2,3,5,3.0,3,3,3,4,5.0,3,3,4,3,1.0,1.0,4.0,5.0,4,3
2858,52.0,,Bachelor,4,4,5,4,2.0,4,4,3,3,3.0,4,4,4,4,3.0,,4.0,,2,3
2859,62.0,,High School,3,3,3,5,5.0,4,3,3,2,,3,3,3,4,4.0,,4.0,,2,3
2860,47.0,,Bachelor,3,3,3,3,5.0,3,4,3,3,3.0,1,3,4,1,4.0,,2.0,,3,2
2861,52.0,158823.0,High School,3,1,4,4,4.0,4,1,4,3,2.0,3,3,3,3,4.0,,4.0,,3,3
2862,34.0,,Bachelor,3,2,5,5,5.0,3,2,4,3,3.0,4,4,1,4,4.0,,2.0,3.0,4,3
2863,64.0,,Master,2,5,4,2,2.0,3,4,3,2,4.0,3,3,4,5,,,2.0,,3,4
2864,52.0,,Bachelor,3,4,3,5,4.0,4,4,4,4,3.0,1,4,4,1,4.0,5.0,1.0,,3,3
2865,30.0,,Bachelor,4,3,3,4,3.0,3,4,4,4,3.0,2,3,3,3,3.0,4.0,1.0,3.0,2,3
2866,72.0,,Master,3,4,3,4,2.0,2,3,2,4,3.0,4,4,4,2,2.0,,,,3,3
2867,18.0,,Master,3,3,4,3,4.0,4,3,4,3,3.0,4,3,3,3,3.0,4.0,4.0,3.0,3,1
2868,62.0,,PhD,4,3,3,3,,3,3,2,3,3.0,3,3,3,5,3.0,,,,3,3
2869,27.0,,Bachelor,2,3,4,3,3.0,3,5,1,3,2.0,5,3,5,3,2.0,3.0,2.0,4.0,3,3
2870,46.0,,Master,3,1,4,4,3.0,5,1,4,3,4.0,4,4,2,5,3.0,2.0,4.0,,2,4
2871,63.0,,High School,2,5,3,4,,3,3,4,4,4.0,3,4,3,2,,2.0,3.0,,4,3
2872,25.0,,High School,3,3,2,3,3.0,5,1,2,3,3.0,5,2,4,4,5.0,3.0,4.0,2.0,5,4
2873,51.0,,Master,3,5,3,4,3.0,1,3,4,2,2.0,2,2,4,2,3.0,3.0,,3.0,5,4
2874,18.0,,Bachelor,4,4,3,1,3.0,4,3,4,4,4.0,3,2,3,3,3.0,3.0,5.0,4.0,4,4
2875,41.0,,High School,2,5,3,2,,2,2,2,5,3.0,4,3,3,3,2.0,,3.0,3.0,4,3
2876,67.0,64138.0,Bachelor,1,2,4,2,4.0,2,2,3,4,4.0,4,4,2,4,3.0,,2.0,,4,3
2877,42.0,195794.0,Bachelor,3,5,3,4,5.0,5,4,4,3,3.0,3,5,4,3,4.0,3.0,3.0,5.0,3,5
2878,59.0,,Bachelor,4,3,4,4,4.0,5,3,4,3,3.0,4,3,1,4,,2.0,,,5,3
2879,57.0,,High School,3,2,4,2,4.0,4,3,4,3,3.0,2,3,3,3,3.0,4.0,,4.0,3,3
2880,26.0,227337.0,High School,3,4,3,5,3.0,4,4,3,2,3.0,4,1,4,2,4.0,2.0,3.0,3.0,3,3
2881,23.0,,Master,3,4,1,3,4.0,3,3,3,3,2.0,3,3,5,4,3.0,3.0,3.0,4.0,2,3
2882,55.0,,Master,3,4,2,4,4.0,4,3,3,4,5.0,4,3,3,2,4.0,,3.0,3.0,3,3
2883,51.0,132215.0,High School,3,3,3,2,2.0,3,3,5,4,3.0,3,5,4,4,2.0,,,5.0,4,3
2884,31.0,,Bachelor,3,4,4,3,4.0,4,4,3,3,5.0,3,2,3,3,3.0,,3.0,,3,3
2885,40.0,,Master,4,4,3,3,2.0,4,3,3,4,3.0,3,2,3,4,2.0,3.0,4.0,1.0,5,3
2886,48.0,110430.0,High School,3,4,3,3,3.0,4,2,3,2,5.0,4,3,3,4,4.0,5.0,3.0,3.0,3,4
2887,35.0,97621.0,Master,2,3,3,4,4.0,2,2,4,3,3.0,4,4,2,4,2.0,2.0,3.0,4.0,3,3
2888,59.0,,High School,3,4,2,3,3.0,4,3,3,2,2.0,5,3,3,3,,3.0,,3.0,4,3
2889,45.0,,Master,1,4,1,3,3.0,3,3,4,3,3.0,3,3,3,4,3.0,2.0,2.0,,3,3
2890,42.0,,Bachelor,3,4,3,4,3.0,4,4,5,5,4.0,2,3,4,3,3.0,3.0,3.0,3.0,4,3
2891,39.0,,Master,4,4,3,4,4.0,3,4,4,5,2.0,3,4,4,3,4.0,4.0,4.0,,2,1
2892,52.0,,Bachelor,3,4,3,2,2.0,3,2,2,2,3.0,2,4,2,2,,,,,2,3
2893,43.0,,High School,5,4,4,3,4.0,3,3,5,3,4.0,4,3,2,2,3.0,3.0,,5.0,3,3
2894,18.0,,Bachelor,4,3,3,4,3.0,5,4,3,4,4.0,4,4,2,5,2.0,3.0,4.0,3.0,3,3
2895,72.0,,PhD,3,4,3,4,4.0,3,2,4,4,3.0,3,3,3,4,,,,4.0,2,4
2896,18.0,,High School,5,3,4,4,3.0,5,3,4,4,1.0,1,5,3,4,5.0,3.0,3.0,4.0,4,3
2897,66.0,,High School,4,4,4,3,3.0,4,3,1,4,3.0,3,4,4,2,,,3.0,,4,3
2898,32.0,,Master,5,3,2,5,1.0,4,4,5,2,4.0,5,3,1,3,3.0,5.0,3.0,5.0,4,1
2899,36.0,118443.0,Bachelor,2,4,3,3,3.0,3,5,3,4,3.0,2,5,4,2,2.0,4.0,,3.0,3,4
2900,73.0,,Bachelor,3,4,3,3,5.0,3,3,4,4,2.0,4,2,2,3,,4.0,,,4,4
2901,18.0,,Bachelor,5,1,3,4,4.0,5,3,3,3,3.0,5,2,4,4,3.0,4.0,3.0,3.0,3,3
2902,43.0,,High School,4,3,3,4,5.0,3,1,3,2,,4,4,5,3,,,4.0,3.0,3,3
2903,65.0,,PhD,5,2,5,3,2.0,4,4,4,2,3.0,4,3,1,4,,4.0,,4.0,4,2
2904,36.0,77868.0,Bachelor,5,3,4,3,4.0,3,2,3,4,4.0,4,4,4,3,4.0,2.0,4.0,2.0,2,3
2905,50.0,105635.0,Bachelor,4,3,3,5,2.0,2,4,3,3,2.0,2,3,4,3,,4.0,,2.0,4,4
2906,62.0,91474.0,Bachelor,3,4,3,4,5.0,3,4,3,3,2.0,4,3,3,3,4.0,,,3.0,4,3
2907,43.0,,High School,4,3,3,2,3.0,3,2,3,4,2.0,5,4,3,3,2.0,3.0,3.0,,2,3
2908,66.0,,High School,4,4,3,2,4.0,2,3,3,2,3.0,4,4,5,4,,,2.0,,3,2
2909,44.0,,Bachelor,2,4,4,3,3.0,4,4,4,2,5.0,2,3,2,4,,,3.0,,4,3
2910,37.0,33674.0,Master,3,3,3,3,2.0,4,4,4,3,2.0,2,3,1,2,4.0,3.0,1.0,4.0,5,3
2911,52.0,,Master,4,4,2,4,2.0,4,1,4,4,5.0,5,4,4,3,1.0,,,1.0,3,4
2912,62.0,,Bachelor,4,4,3,3,4.0,3,3,1,2,4.0,3,3,3,3,,5.0,3.0,1.0,2,2
2913,34.0,,Bachelor,3,4,3,3,4.0,3,5,3,3,3.0,3,3,2,4,4.0,3.0,,2.0,2,4
2914,41.0,,Bachelor,4,2,4,2,1.0,2,4,4,4,5.0,4,3,4,3,3.0,3.0,4.0,4.0,2,3
2915,27.0,,Master,5,2,3,4,2.0,3,3,1,3,3.0,2,3,5,3,3.0,3.0,3.0,3.0,4,4
2916,39.0,,Bachelor,3,2,1,2,1.0,5,4,3,3,,3,3,1,3,3.0,,2.0,4.0,3,3
2917,37.0,,High School,3,3,4,3,2.0,3,3,3,4,4.0,4,1,4,3,,5.0,3.0,,3,4
2918,49.0,243646.0,Bachelor,4,1,4,3,2.0,1,4,3,2,3.0,1,4,3,4,3.0,,2.0,4.0,3,3
2919,18.0,,Master,3,4,2,2,3.0,3,2,4,4,3.0,3,4,2,2,4.0,4.0,4.0,4.0,2,4
2920,42.0,,Master,4,1,4,3,3.0,4,5,3,2,3.0,2,3,3,2,5.0,2.0,3.0,3.0,3,2
2921,56.0,,Bachelor,4,3,4,4,4.0,5,3,4,3,1.0,3,5,5,3,2.0,,,3.0,3,3
2922,52.0,132000.0,High School,3,3,3,3,5.0,1,3,1,4,2.0,4,5,3,3,5.0,5.0,3.0,4.0,4,5
2923,57.0,,Master,4,4,4,2,4.0,3,4,2,3,1.0,3,5,4,3,3.0,3.0,,2.0,3,2
2924,56.0,,Bachelor,3,3,4,3,1.0,5,3,3,2,3.0,2,2,3,5,,,,,5,4
2925,56.0,,Bachelor,1,4,3,3,,2,3,4,3,3.0,2,4,3,3,,4.0,,,3,3
2926,30.0,,High School,3,3,4,4,,2,3,2,3,5.0,4,3,3,4,,,,3.0,2,4
2927,33.0,,Bachelor,4,4,3,3,3.0,4,4,1,2,4.0,2,2,5,5,4.0,3.0,3.0,3.0,4,5
2928,58.0,,Bachelor,3,3,4,2,3.0,4,3,4,4,4.0,3,3,3,4,,5.0,2.0,,2,2
2929,18.0,,High School,4,3,1,5,5.0,4,3,3,1,3.0,3,2,3,3,3.0,3.0,4.0,5.0,3,3
2930,18.0,57777.0,Bachelor,2,3,3,2,2.0,3,4,3,4,,3,3,4,3,3.0,5.0,4.0,1.0,3,3
2931,40.0,99931.0,Master,2,4,4,3,4.0,3,4,2,4,2.0,5,3,3,3,,,2.0,1.0,3,5
2932,44.0,,Bachelor,2,4,1,3,2.0,3,2,3,4,3.0,2,3,4,3,1.0,5.0,3.0,3.0,5,2
2933,36.0,,Bachelor,4,4,3,4,3.0,4,4,3,4,4.0,3,3,1,3,3.0,3.0,3.0,2.0,3,4
2934,18.0,,Bachelor,4,3,3,2,1.0,3,3,2,3,4.0,3,4,2,2,3.0,3.0,5.0,3.0,4,3
2935,62.0,,High School,3,1,3,3,1.0,3,4,4,2,4.0,1,3,4,3,,3.0,4.0,,4,5
