applicant_id,age,income,employment_length,debt,credit_score,loan_amount,interest_rate,term,purpose,grade,delinquencies,inquiries,open_accounts,default
3413,28,15000.0,1.3,1181.08,716,1968,6.27,60,debt_consolidation,A,0.0,1,6,0
3414,60,19480.0,3.6,6666.6,650,5347,8.83,36,credit_card,C,0.0,0,7,0
3415,42,175609.0,14.5,17867.17,756,9628,10.2,36,debt_consolidation,AA,1.0,1,3,0
3416,22,23645.0,2.5,1541.44,552,11793,12.68,36,credit_card,D,0.0,0,8,0
3417,51,51737.0,2.4,17938.84,750,16169,5.46,60,debt_consolidation,A,0.0,1,5,0
3418,43,20312.0,,3516.26,617,16315,16.6,60,debt_consolidation,C,1.0,0,3,0
3419,46,27927.0,2.4,9129.33,682,24734,8.95,36,credit_card,B,0.0,0,4,0
3420,30,16618.0,2.8,8559.03,688,7135,11.82,60,other,B,1.0,0,6,0
3421,50,16147.0,6.1,8162.86,632,10510,9.36,60,debt_consolidation,C,1.0,4,9,0
3422,49,139294.0,12.4,84353.62,705,16118,10.93,36,debt_consolidation,A,3.0,3,7,1
3423,47,85828.0,6.8,44820.18,699,39725,9.75,60,debt_consolidation,B,0.0,4,6,0
3424,57,48090.0,0.1,4512.57,664,38113,6.88,36,debt_consolidation,B,1.0,0,11,0
3425,46,53688.0,14.6,18382.83,664,22542,9.74,60,debt_consolidation,B,1.0,1,7,0
3426,49,15000.0,0.8,6293.68,657,15272,7.33,36,debt_consolidation,B,0.0,0,8,0
3427,46,81955.0,6.9,32952.45,678,27317,11.77,36,car,B,0.0,0,5,0
3428,34,85599.0,1.6,9002.28,456,13483,20.19,60,debt_consolidation,D,1.0,2,7,1
3429,44,58043.0,0.3,17694.94,664,19544,8.72,60,debt_consolidation,B,0.0,0,5,0
3430,21,64243.0,9.5,18305.29,629,6458,8.36,36,debt_consolidation,C,0.0,2,5,0
3431,62,18613.0,0.3,5472.06,621,16334,12.56,36,debt_consolidation,C,1.0,1,10,0
3432,37,15000.0,2.9,4751.52,618,30624,9.89,36,other,C,1.0,1,6,1
3433,22,35494.0,1.0,4011.98,812,8431,6.62,60,credit_card,AA,1.0,3,7,0
3434,31,52605.0,3.6,17052.81,681,6483,11.61,36,debt_consolidation,B,1.0,2,8,0
3435,55,43808.0,2.3,8442.84,627,28446,9.21,60,car,C,0.0,0,9,0
3436,51,39220.0,1.0,25950.63,685,14278,8.2,36,credit_card,B,0.0,0,6,1
3437,47,21048.0,8.4,10396.04,737,6664,10.58,36,car,A,2.0,3,9,1
3438,35,33335.0,5.1,12658.68,696,23200,7.9,60,other,B,1.0,0,10,0
3439,33,97422.0,0.9,30278.09,635,7521,11.64,36,home,C,2.0,0,6,0
3440,29,72022.0,0.7,42096.58,712,100000,11.92,60,debt_consolidation,A,0.0,1,8,0
3441,36,28320.0,0.3,5403.03,659,17988,9.72,60,credit_card,B,0.0,0,9,0
3442,67,30153.0,3.5,14880.86,643,47131,8.84,60,car,C,0.0,1,7,0
3443,42,36989.0,2.8,7816.07,621,11356,8.66,60,home,C,0.0,1,9,0
3444,30,53684.0,4.4,11067.13,724,21953,5.99,36,car,A,1.0,2,6,0
3445,64,61146.0,2.7,8904.26,656,16189,9.95,60,debt_consolidation,B,1.0,2,5,0
3446,21,34474.0,4.6,9677.58,645,5806,11.4,60,car,C,0.0,2,6,0
3447,50,117520.0,2.6,80382.55,753,13206,5.17,60,credit_card,AA,0.0,0,9,1
3448,18,15000.0,4.6,6081.95,522,20843,10.78,36,credit_card,D,0.0,2,7,1
3449,32,,6.0,12286.82,684,6884,9.95,36,credit_card,B,1.0,4,6,0
3450,19,19491.0,,4594.32,734,61963,8.14,60,home,A,0.0,0,12,0
3451,39,31795.0,0.7,4394.61,573,13246,11.39,60,debt_consolidation,D,0.0,1,10,0
3452,28,24577.0,3.5,9607.95,664,8175,13.36,60,car,B,0.0,1,8,0
3453,52,26720.0,0.4,10017.07,685,63885,11.82,60,car,B,0.0,2,5,1
3454,34,58861.0,3.6,40310.87,633,12936,10.19,60,credit_card,C,1.0,1,6,0
3455,34,52424.0,20.7,15320.0,714,7690,9.89,36,other,A,0.0,0,9,0
3456,40,52668.0,9.2,13281.64,731,3864,7.98,36,other,A,0.0,1,6,0
3457,30,17845.0,23.9,6483.09,571,13895,12.93,60,debt_consolidation,D,0.0,1,6,0
3458,45,22978.0,10.8,13386.98,636,16862,9.31,60,credit_card,C,0.0,2,6,0
3459,49,30997.0,15.5,6454.15,714,16731,10.44,36,home,A,1.0,1,8,0
3460,50,20023.0,0.7,7967.01,752,7368,11.54,60,home,AA,0.0,0,11,0
3461,19,86980.0,34.4,27318.8,693,13275,11.41,60,other,B,0.0,0,4,0
3462,41,22767.0,0.7,3196.3,731,8521,6.74,60,credit_card,A,0.0,1,4,0
3463,24,24906.0,0.0,2789.96,641,7477,11.62,60,other,C,1.0,2,10,1
3464,33,45378.0,,1745.61,570,16730,9.75,36,debt_consolidation,D,0.0,2,12,0
3465,30,15000.0,18.6,2851.62,845,26903,3.05,36,debt_consolidation,AA,0.0,1,5,0
3466,29,90232.0,2.9,44529.87,830,24615,4.89,36,car,AA,0.0,0,4,0
3467,40,51206.0,4.2,15466.85,703,18843,6.33,60,other,A,1.0,0,5,1
3468,28,69229.0,3.7,8620.47,760,20548,7.28,36,other,AA,0.0,0,5,0
3469,52,77465.0,1.1,26414.49,670,8717,11.03,60,other,B,0.0,2,13,0
3470,43,,2.1,10559.54,713,14564,7.77,60,credit_card,A,,0,7,0
3471,36,16646.0,2.9,3644.39,658,6375,11.23,36,debt_consolidation,B,0.0,1,10,0
3472,42,29653.0,,16710.24,577,19506,13.32,36,debt_consolidation,D,0.0,3,7,0
3473,61,15000.0,18.9,4397.5,730,22868,6.85,36,debt_consolidation,A,0.0,0,4,0
3474,62,66313.0,1.8,9707.73,621,48878,11.59,60,debt_consolidation,C,1.0,0,6,0
3475,40,83430.0,11.3,37167.28,592,23316,12.83,36,home,D,0.0,0,9,0
3476,34,18169.0,25.4,5720.06,678,15497,3.94,60,credit_card,B,1.0,2,7,0
3477,32,76717.0,8.8,25371.01,693,6606,13.53,36,other,B,1.0,1,9,0
3478,51,34495.0,6.7,18414.45,547,20449,14.98,60,car,D,0.0,2,10,1
3479,49,42862.0,2.4,10440.54,691,56964,8.56,60,debt_consolidation,B,0.0,1,7,0
3480,56,25774.0,0.5,14339.33,814,16896,3.87,60,home,AA,0.0,1,6,0
3481,41,32969.0,2.7,11099.75,767,2658,6.2,36,credit_card,AA,0.0,1,8,0
3482,41,33785.0,5.0,11070.1,714,10073,7.33,36,other,A,1.0,0,5,0
3483,62,24262.0,10.4,680.37,575,5900,13.56,60,car,D,0.0,2,7,0
3484,51,46841.0,4.0,7784.28,756,21794,5.59,36,other,AA,0.0,1,8,0
3485,48,53786.0,1.6,11724.93,733,43329,9.3,60,credit_card,A,1.0,0,11,0
3486,49,29050.0,6.1,13115.84,748,26807,8.4,60,debt_consolidation,A,1.0,0,7,0
3487,42,28959.0,2.0,11581.58,779,23674,7.61,60,other,AA,0.0,1,7,0
3488,52,40437.0,0.3,12546.57,769,5383,6.36,36,credit_card,AA,1.0,0,6,0
3489,39,19607.0,5.9,4038.48,611,6621,9.72,60,debt_consolidation,C,0.0,1,7,0
3490,48,51657.0,10.3,10573.88,636,11954,12.51,36,credit_card,C,,0,7,0
3491,18,78732.0,11.0,42296.26,620,12107,12.16,36,home,C,0.0,1,7,0
3492,43,21534.0,2.2,9788.78,682,12282,8.84,60,car,B,0.0,0,7,0
3493,56,21832.0,4.7,5873.16,699,44710,11.23,36,other,B,1.0,0,4,0
3494,18,82667.0,3.6,11321.11,715,3143,6.69,60,credit_card,A,0.0,0,5,0
3495,39,75948.0,1.0,10319.33,658,6995,9.38,36,debt_consolidation,B,0.0,0,9,0
3496,47,27877.0,3.1,13856.17,726,17559,5.45,60,debt_consolidation,A,1.0,1,6,0
3497,35,17870.0,11.3,7184.11,662,15078,10.32,36,debt_consolidation,B,0.0,0,10,0
3498,19,23679.0,2.8,6588.21,681,4313,8.81,36,car,B,1.0,0,6,0
3499,51,15000.0,1.4,7605.12,618,26268,11.99,36,other,C,1.0,0,7,0
3500,35,29340.0,0.9,7159.1,721,5272,8.31,36,debt_consolidation,A,0.0,0,6,0
3501,48,22593.0,0.3,2349.43,507,5138,13.87,36,debt_consolidation,D,0.0,1,5,0
3502,44,15000.0,2.0,2888.74,772,12090,8.11,60,car,AA,0.0,0,6,1
3503,38,,9.3,19964.63,590,19234,10.69,60,debt_consolidation,D,0.0,0,9,0
3504,36,32908.0,4.8,14367.68,634,15534,11.17,36,car,C,1.0,0,8,1
3505,32,44567.0,9.8,16559.2,661,18281,7.34,60,other,B,0.0,1,8,0
3506,26,55835.0,0.1,7737.66,622,14735,14.28,36,other,C,0.0,1,7,0
3507,43,29799.0,10.9,4563.53,657,2724,8.94,36,credit_card,B,1.0,0,5,0
3508,28,212208.0,15.0,66769.02,636,13487,9.9,36,car,C,0.0,0,7,0
3509,34,,0.2,5049.08,538,20212,12.88,36,car,D,0.0,2,10,1
3510,25,23523.0,,11905.03,667,40169,8.1,36,debt_consolidation,B,0.0,0,10,0
3511,45,55752.0,0.3,6779.41,745,8347,8.75,60,car,A,0.0,1,6,0
3512,24,71883.0,1.4,34164.75,736,14068,8.01,60,debt_consolidation,A,0.0,1,8,0
3513,49,40877.0,3.6,8983.76,566,12940,12.28,60,debt_consolidation,D,0.0,0,7,1
3514,36,68468.0,0.4,26577.72,797,55607,6.21,36,car,AA,1.0,1,8,0
3515,30,,0.3,14194.63,732,7084,4.8,36,other,A,1.0,1,3,0
3516,39,131557.0,4.3,55535.62,682,14226,7.92,36,other,B,1.0,1,7,0
3517,55,134252.0,,14979.5,635,43037,15.74,36,other,C,0.0,0,5,0
3518,69,20763.0,3.2,1674.04,700,47710,8.33,36,car,B,,1,15,0
3519,36,44013.0,6.0,12257.52,686,15912,10.9,60,debt_consolidation,B,1.0,3,7,0
3520,49,,6.2,6520.54,645,29145,11.14,36,car,C,0.0,1,3,1
3521,46,25099.0,1.0,9369.82,821,14816,5.16,60,car,AA,1.0,1,9,0
3522,37,53363.0,2.4,24100.51,703,49314,11.82,60,debt_consolidation,A,2.0,1,8,0
3523,31,33086.0,16.0,4918.86,628,14462,12.2,36,other,C,0.0,0,8,0
3524,44,24228.0,9.8,2928.88,742,33559,4.57,60,car,A,1.0,0,10,0
3525,37,19109.0,1.6,2171.3,718,7554,11.94,36,car,A,0.0,1,7,0
3526,52,107007.0,0.3,26426.7,720,100000,7.63,36,debt_consolidation,A,1.0,1,10,0
3527,46,59783.0,9.0,10440.28,708,23712,14.04,36,debt_consolidation,A,1.0,1,9,0
3528,47,,,15022.11,745,4564,10.94,36,debt_consolidation,A,1.0,1,6,0
3529,60,17306.0,4.1,3958.21,735,9916,7.05,36,credit_card,A,0.0,1,7,0
3530,31,48710.0,2.6,5072.3,718,27949,10.04,60,car,A,0.0,2,7,0
3531,59,39438.0,0.4,22489.36,689,13870,8.45,60,debt_consolidation,B,1.0,2,7,1
3532,19,15000.0,0.7,281.81,659,14068,10.85,36,other,B,0.0,0,7,0
3533,56,57455.0,4.5,23701.99,596,3786,14.44,60,car,D,0.0,1,6,1
3534,51,26279.0,8.1,3223.7,827,3059,6.02,36,debt_consolidation,AA,0.0,0,4,0
3535,59,41114.0,1.7,5968.56,656,11342,8.05,36,credit_card,B,0.0,2,8,0
3536,47,30434.0,2.9,4328.83,614,6137,12.59,36,debt_consolidation,C,1.0,1,6,0
3537,36,82512.0,3.8,19124.28,699,21549,7.59,60,home,B,1.0,1,8,1
3538,51,16885.0,0.1,9735.43,724,14451,9.94,36,debt_consolidation,A,2.0,0,8,0
3539,46,22639.0,19.9,7501.81,772,3437,5.81,60,debt_consolidation,AA,,1,6,0
3540,33,88935.0,0.7,28066.02,645,7037,7.2,36,other,C,0.0,0,7,0
3541,37,128410.0,4.7,12541.06,683,24411,12.14,60,other,B,0.0,2,7,0
3542,46,22284.0,19.0,7634.5,624,6221,10.72,60,other,C,0.0,1,5,0
3543,30,70986.0,1.8,35494.0,769,20472,7.34,36,credit_card,AA,0.0,2,8,1
3544,39,23664.0,2.8,2075.8,688,16444,8.29,60,car,B,1.0,0,7,0
3545,50,26893.0,1.6,9257.7,687,29421,9.56,60,debt_consolidation,B,0.0,1,8,0
3546,48,18312.0,0.2,556.86,755,9066,5.16,36,debt_consolidation,AA,0.0,0,9,0
3547,47,15000.0,2.1,1753.54,707,7009,8.91,36,car,A,0.0,3,6,0
3548,30,26158.0,20.6,9767.63,741,10983,6.12,36,debt_consolidation,A,0.0,1,3,0
3549,44,42324.0,8.3,15047.84,514,17220,14.78,60,car,D,2.0,1,8,1
3550,33,15000.0,5.4,4382.57,654,14452,11.0,60,other,B,0.0,1,3,0
3551,31,19677.0,5.5,1838.85,656,2653,10.18,60,home,B,1.0,0,6,0
3552,47,,13.8,2566.81,684,9427,10.07,36,debt_consolidation,B,0.0,1,9,0
3553,22,27677.0,2.3,12091.84,653,9378,10.58,36,other,B,0.0,0,6,0
3554,19,79261.0,10.5,22890.25,645,15127,14.19,36,debt_consolidation,C,0.0,2,9,0
3555,69,15000.0,3.0,2360.5,678,17855,8.68,60,credit_card,B,0.0,0,5,0
3556,44,,7.7,1448.86,675,17938,8.72,36,debt_consolidation,B,0.0,0,4,0
3557,60,48967.0,4.6,13820.24,720,5665,8.16,60,credit_card,A,0.0,0,6,0
3558,31,47178.0,9.0,13223.75,609,4177,11.82,60,credit_card,C,0.0,2,7,0
3559,49,30418.0,9.7,8459.73,723,7796,3.83,36,debt_consolidation,A,1.0,1,12,0
3560,38,19832.0,2.6,8334.97,656,9635,12.14,36,debt_consolidation,B,0.0,0,5,0
3561,28,,1.1,19284.59,553,10178,13.92,36,car,D,1.0,3,6,0
3562,30,64108.0,6.6,12599.44,734,12724,7.47,60,credit_card,A,0.0,0,7,0
3563,36,15587.0,1.9,3351.46,622,18118,12.85,36,credit_card,C,2.0,0,6,0
3564,24,32836.0,1.3,11091.35,769,21589,6.8,36,car,AA,,0,5,0
3565,49,50006.0,4.0,8550.95,626,18161,13.4,60,credit_card,C,0.0,1,7,0
3566,49,23459.0,8.4,3482.38,754,9394,7.65,36,home,AA,1.0,1,6,0
3567,39,43839.0,9.7,4145.52,622,5141,13.15,60,credit_card,C,0.0,0,6,0
3568,49,22419.0,4.0,2073.85,649,24091,12.75,60,car,C,1.0,2,6,0
3569,39,46247.0,0.6,14982.33,773,12757,7.46,36,credit_card,AA,0.0,3,10,0
3570,30,22027.0,2.2,4533.69,709,5644,9.21,60,credit_card,A,0.0,0,8,0
3571,18,22483.0,16.1,4443.99,656,7780,10.75,60,debt_consolidation,B,0.0,1,10,0
3572,42,108795.0,0.5,13559.83,628,20222,10.88,60,other,C,0.0,0,4,0
3573,27,21003.0,14.9,3051.57,747,13867,9.54,36,credit_card,A,0.0,0,6,0
3574,23,25071.0,9.2,679.97,832,29165,6.64,36,credit_card,AA,2.0,1,10,0
3575,72,65398.0,0.7,39387.87,696,20497,10.03,36,credit_card,B,1.0,1,7,0
3576,54,35740.0,9.6,17992.79,530,21325,13.82,60,debt_consolidation,D,1.0,2,9,1
3577,21,15000.0,8.8,5042.03,726,9988,8.08,36,debt_consolidation,A,1.0,0,9,0
3578,42,15000.0,3.4,2097.39,755,22854,7.72,36,other,AA,0.0,3,4,0
3579,37,98239.0,7.0,46251.02,846,12245,6.19,60,car,AA,0.0,0,7,0
3580,45,49154.0,0.1,24998.04,572,13493,12.68,36,credit_card,D,0.0,3,5,1
3581,25,59764.0,0.5,13087.98,739,5906,11.65,36,car,A,0.0,0,5,0
3582,40,48985.0,2.2,10908.1,757,2512,7.37,36,debt_consolidation,AA,0.0,1,7,0
3583,42,29501.0,4.0,5932.88,613,21815,12.41,60,credit_card,C,0.0,1,6,1
3584,18,,1.2,23146.96,737,15523,6.47,60,credit_card,A,0.0,3,6,0
3585,52,29098.0,2.5,10144.42,850,7025,3.35,36,credit_card,AA,1.0,2,6,0
3586,64,15000.0,5.1,1264.86,718,12154,8.51,36,debt_consolidation,A,1.0,0,4,0
3587,58,15000.0,3.6,6015.16,722,5237,8.74,36,car,A,0.0,1,6,1
3588,42,23667.0,0.0,6233.1,739,4288,10.43,36,debt_consolidation,A,1.0,0,6,0
3589,68,15000.0,8.4,6362.35,673,26452,7.25,36,credit_card,B,0.0,2,7,0
3590,50,55046.0,0.6,19210.0,667,4969,9.35,60,other,B,0.0,2,8,0
3591,48,32082.0,0.7,9032.72,611,42491,8.98,36,home,C,0.0,1,8,0
3592,48,72640.0,0.8,44547.69,545,61188,16.39,36,home,D,1.0,1,9,1
3593,48,42423.0,4.1,13096.76,567,13272,14.3,36,debt_consolidation,D,1.0,2,4,0
3594,44,43471.0,2.7,22154.23,495,14714,16.31,60,other,D,2.0,2,6,1
3595,37,54080.0,8.3,2096.91,578,6016,11.06,36,car,D,3.0,0,7,0
3596,42,15000.0,15.2,3063.27,658,8985,7.67,36,car,B,,1,11,0
3597,40,49435.0,0.9,2979.05,691,6112,11.34,36,debt_consolidation,B,,2,6,0
3598,53,57707.0,0.3,25491.16,580,8560,11.04,36,car,D,0.0,1,8,0
3599,18,98231.0,3.8,20159.51,713,4578,6.05,36,car,A,0.0,1,7,0
3600,38,49018.0,5.9,6341.65,707,40033,8.06,60,home,A,1.0,1,8,0
3601,30,17065.0,5.9,2084.64,850,15316,5.88,36,car,AA,1.0,0,9,0
3602,43,60401.0,5.6,8833.23,621,65522,12.58,36,credit_card,C,0.0,0,6,1
3603,51,26290.0,3.0,14297.01,766,20261,4.47,36,credit_card,AA,0.0,0,8,1
3604,38,15000.0,2.8,1185.95,653,38748,9.76,60,debt_consolidation,B,1.0,1,8,0
3605,30,15402.0,19.8,1959.26,627,23418,9.97,36,debt_consolidation,C,2.0,1,7,0
3606,53,27478.0,17.6,398.65,764,34494,10.2,36,home,AA,2.0,1,2,0
3607,42,43784.0,2.8,9205.25,731,10333,9.48,36,credit_card,A,2.0,1,5,0
3608,23,60698.0,17.6,2842.85,611,16212,13.14,36,car,C,1.0,1,6,0
3609,47,21261.0,4.8,4517.5,729,7028,6.01,60,credit_card,A,0.0,0,9,0
3610,46,,5.9,22808.82,670,78592,11.28,60,debt_consolidation,B,0.0,0,6,0
3611,42,208935.0,9.5,51739.04,748,5170,6.47,36,car,A,0.0,2,10,0
3612,63,53770.0,15.8,3584.9,595,4575,14.34,36,credit_card,D,0.0,0,3,0
3613,42,21926.0,15.1,5985.99,762,5310,8.42,36,debt_consolidation,AA,1.0,1,10,0
3614,34,25960.0,6.2,8165.76,734,16784,8.7,36,other,A,1.0,0,7,0
3615,40,18230.0,8.1,8573.7,844,8948,5.75,36,credit_card,AA,2.0,0,4,0
3616,33,98823.0,7.3,48343.67,668,19459,11.81,60,debt_consolidation,B,0.0,2,5,0
3617,25,16749.0,4.9,5550.82,720,21243,10.59,60,home,A,0.0,1,6,0
3618,22,38807.0,1.5,11804.63,677,18487,9.57,60,debt_consolidation,B,1.0,0,5,0
3619,35,,3.5,12529.62,751,5017,7.96,36,other,AA,0.0,0,5,0
3620,49,28224.0,2.4,6421.71,727,13630,8.61,36,car,A,1.0,0,6,0
3621,57,89751.0,16.1,14788.98,521,5574,12.76,36,debt_consolidation,D,1.0,3,4,1
3622,31,58535.0,2.2,3664.32,728,27969,5.85,36,debt_consolidation,A,0.0,1,2,0
3623,42,,0.8,27555.41,631,28776,11.59,60,other,C,1.0,1,9,0
3624,56,63196.0,2.7,9183.34,640,10407,10.3,60,debt_consolidation,C,1.0,0,5,0
3625,55,96046.0,1.8,20556.71,812,31926,3.0,36,home,AA,3.0,2,7,0
3626,39,72538.0,4.6,32454.75,822,6276,6.74,36,credit_card,AA,1.0,0,5,0
3627,40,58763.0,0.9,16840.75,738,3506,5.63,36,car,A,0.0,0,3,0
3628,45,75511.0,11.7,29154.61,666,32743,10.96,60,car,B,0.0,3,7,0
3629,40,26257.0,7.0,14131.62,786,3450,10.62,60,credit_card,AA,0.0,0,6,0
3630,65,27797.0,10.3,14979.28,570,12990,13.83,36,debt_consolidation,D,0.0,0,7,1
3631,30,,12.5,24984.58,740,18033,11.09,60,car,A,1.0,0,8,0
3632,41,15000.0,9.5,2402.47,733,14254,8.75,60,other,A,1.0,0,9,1
3633,61,37986.0,3.1,20046.68,646,8912,9.12,60,car,C,1.0,0,7,0
3634,61,24268.0,4.3,4870.83,592,39010,11.03,36,debt_consolidation,D,0.0,1,6,0
3635,27,46530.0,0.4,15411.49,552,8051,12.67,60,other,D,0.0,0,6,0
3636,67,23813.0,4.7,13363.81,676,64523,10.82,36,debt_consolidation,B,0.0,2,9,0
3637,35,47297.0,6.1,27776.54,484,28539,15.79,36,other,D,2.0,1,7,1
3638,41,31638.0,13.3,7865.03,657,27538,11.64,60,credit_card,B,0.0,0,10,0
3639,32,70048.0,2.1,23230.82,585,3721,11.51,36,other,D,1.0,0,7,0
3640,48,52674.0,0.3,12024.46,789,15415,10.02,36,credit_card,AA,0.0,1,6,0
3641,35,,9.5,12553.52,606,43139,11.01,36,credit_card,C,0.0,1,9,0
3642,20,97472.0,0.5,55639.88,644,23239,9.63,36,home,C,0.0,2,7,0
3643,27,35469.0,0.7,6833.7,814,29849,7.56,36,car,AA,1.0,0,4,0
3644,45,38496.0,11.6,6181.74,608,20152,12.68,60,debt_consolidation,C,1.0,0,7,0
3645,35,48060.0,15.4,6067.09,678,3720,11.59,60,debt_consolidation,B,2.0,2,5,0
3646,41,98192.0,1.5,10493.56,657,24125,7.75,36,other,B,2.0,2,7,0
3647,46,67321.0,9.7,19076.02,850,8415,7.99,60,credit_card,AA,2.0,1,6,0
3648,38,15000.0,10.1,4023.01,754,12454,8.82,36,credit_card,AA,1.0,0,6,0
3649,29,15000.0,1.9,4584.6,660,17727,9.32,60,debt_consolidation,B,0.0,1,7,0
3650,37,43144.0,,11713.76,483,14399,12.81,36,debt_consolidation,D,0.0,0,7,0
3651,34,22236.0,2.5,3552.84,606,3530,11.88,36,other,C,1.0,1,8,0
3652,40,62721.0,0.8,31761.07,727,63258,10.57,60,car,A,0.0,1,7,0
3653,43,16291.0,4.9,2616.67,610,3203,14.73,36,other,C,1.0,1,7,0
3654,38,35307.0,,7559.76,522,12208,14.53,36,car,D,0.0,1,8,1
3655,44,15344.0,1.8,4453.54,751,18909,6.84,36,home,AA,1.0,3,8,0
3656,43,203330.0,1.7,84712.55,680,24411,12.39,36,debt_consolidation,B,1.0,2,5,0
3657,29,25266.0,5.5,2822.93,645,67743,12.25,60,home,C,0.0,0,10,0
3658,29,44536.0,7.3,20948.25,608,7503,10.27,36,debt_consolidation,C,0.0,2,5,0
3659,49,15000.0,7.4,3353.41,631,10049,12.52,36,credit_card,C,1.0,1,6,0
3660,47,238298.0,11.4,79790.34,538,4428,13.44,36,debt_consolidation,D,1.0,0,7,0
3661,47,36598.0,1.8,6661.49,641,13295,12.69,36,debt_consolidation,C,1.0,2,6,0
3662,39,60887.0,2.4,7144.15,742,11700,10.46,36,car,A,0.0,0,9,0
3663,59,21567.0,0.3,6142.78,685,8541,10.36,60,credit_card,B,0.0,3,11,0
3664,50,21471.0,6.8,5287.2,610,19738,8.88,60,debt_consolidation,C,0.0,1,8,0
3665,57,41853.0,11.1,10761.83,741,13875,6.12,60,debt_consolidation,A,0.0,1,6,0
3666,41,42878.0,11.4,12085.53,547,29517,15.29,60,home,D,0.0,1,9,0
3667,39,38528.0,23.3,6650.18,659,16599,8.25,60,credit_card,B,0.0,0,6,0
3668,47,15000.0,0.9,8450.11,815,6490,5.64,36,other,AA,0.0,0,8,0
3669,33,,19.5,46817.64,741,8599,3.0,36,credit_card,A,0.0,1,10,0
3670,51,26106.0,,5271.34,761,18593,7.5,60,car,AA,0.0,0,5,0
3671,33,97629.0,12.4,31583.89,713,25834,9.02,36,debt_consolidation,A,0.0,1,5,0
3672,49,74247.0,5.8,22396.49,850,7256,3.71,60,other,AA,0.0,0,11,0
3673,51,,10.4,10401.77,514,13212,15.47,36,debt_consolidation,D,1.0,0,6,0
3674,24,114715.0,3.1,46387.82,627,14513,10.98,60,debt_consolidation,C,0.0,1,9,0
3675,28,38748.0,8.0,11032.87,678,10308,9.19,36,car,B,0.0,0,6,1
3676,45,70287.0,3.2,14971.53,791,4625,9.04,36,debt_consolidation,AA,0.0,4,7,0
3677,23,15000.0,,5232.15,636,25593,11.92,60,debt_consolidation,C,0.0,0,7,0
3678,26,15702.0,5.2,1242.61,614,14306,6.68,36,other,C,0.0,0,7,0
3679,34,41839.0,2.1,13009.06,757,7543,8.37,36,car,AA,1.0,2,8,0
3680,29,112365.0,1.6,43762.35,618,8011,11.84,60,home,C,0.0,0,5,0
3681,27,27815.0,8.9,6583.53,790,25652,7.46,36,other,AA,0.0,2,4,0
3682,56,77309.0,2.0,19579.8,500,4911,16.86,36,home,D,2.0,1,4,0
3683,51,26322.0,0.1,17207.82,634,14242,11.08,60,other,C,0.0,1,6,0
3684,43,23071.0,22.8,5306.8,813,37066,4.29,60,debt_consolidation,AA,0.0,1,7,0
3685,49,15000.0,3.4,5536.82,769,31860,9.85,60,credit_card,AA,1.0,1,8,0
3686,53,16665.0,2.5,1252.88,671,15978,9.98,60,home,B,,0,6,0
3687,19,,5.6,12633.8,586,30645,14.36,36,other,D,0.0,0,6,0
3688,32,20079.0,11.4,9853.0,684,1477,7.95,60,other,B,0.0,2,7,0
3689,43,99585.0,8.6,61246.3,730,28711,4.6,60,credit_card,A,0.0,3,6,1
3690,39,25625.0,1.3,6082.28,737,41625,10.36,36,other,A,0.0,2,6,0
3691,32,15000.0,2.2,5968.79,680,11396,11.26,60,debt_consolidation,B,0.0,0,5,0
3692,62,24649.0,5.5,1763.27,583,16636,14.91,60,credit_card,D,0.0,1,7,0
3693,19,57475.0,3.7,11111.97,761,66647,6.04,36,other,AA,0.0,1,5,0
3694,47,81227.0,7.1,43755.19,671,6509,8.78,60,car,B,0.0,0,8,0
3695,24,32234.0,0.4,8016.27,767,17209,10.56,60,credit_card,AA,0.0,2,4,0
3696,23,,21.9,4667.21,684,6066,7.85,36,other,B,0.0,1,10,0
3697,42,56034.0,2.2,27568.58,694,3026,8.39,60,debt_consolidation,B,0.0,2,5,0
3698,62,38543.0,0.0,4917.97,567,10898,12.22,60,debt_consolidation,D,1.0,1,9,0
3699,18,39824.0,1.0,14832.75,783,7483,8.92,60,car,AA,0.0,0,7,0
3700,47,15000.0,5.3,4746.44,530,5787,13.05,60,debt_consolidation,D,1.0,1,7,0
3701,43,27609.0,0.2,11620.65,776,14243,6.9,36,debt_consolidation,AA,0.0,2,5,0
3702,51,77119.0,0.6,16438.63,657,92729,9.99,36,home,B,1.0,1,8,0
3703,50,40831.0,0.1,14470.27,530,33932,12.31,36,other,D,1.0,2,8,0
3704,27,40324.0,17.1,14781.68,762,11783,8.33,36,home,AA,0.0,1,3,0
3705,56,66740.0,3.8,21307.27,716,38584,7.45,36,home,A,0.0,0,12,0
3706,42,104463.0,2.3,16139.6,611,3460,11.51,36,home,C,,2,6,0
3707,44,23624.0,14.0,5149.39,587,15892,9.13,36,debt_consolidation,D,0.0,1,5,0
3708,42,53500.0,7.6,7391.46,705,33657,11.75,60,home,A,0.0,1,6,0
3709,34,15000.0,0.3,7525.06,509,2981,12.44,60,home,D,0.0,0,12,1
3710,52,18057.0,10.5,8228.08,602,11891,10.0,36,credit_card,C,1.0,1,9,0
3711,30,,9.6,4734.34,572,21175,12.48,60,debt_consolidation,D,0.0,0,12,0
3712,39,20909.0,3.6,2276.9,634,27210,8.58,60,debt_consolidation,C,0.0,0,4,0
3713,43,15000.0,5.2,2734.88,610,9264,14.16,36,debt_consolidation,C,0.0,0,8,0
