transaction_id,amount,date,category,customer_type
5442,28.42,2023-11-17,Books,New
5443,37.46,2023-11-02,Clothing,New
5444,23.17,2023-04-18,Clothing,Premium
5445,70.8,2023-04-15,Clothing,Regular
5446,20.8,2023-10-17,Home,New
5447,3.25,2023-12-09,Electronics,Premium
5448,27.68,2023-10-12,Books,Regular
5449,1.93,2023-08-10,Electronics,Regular
5450,50.63,2023-03-30,Home,Regular
5451,10.23,2023-07-11,Clothing,New
5452,40.29,2023-03-27,Clothing,Premium
5453,160.27,2023-10-22,Electronics,Regular
5454,10.61,2023-05-22,Electronics,Regular
5455,118.33,2023-11-01,Books,Premium
5456,19.69,2023-05-20,Electronics,New
5457,271.47,2023-10-28,Books,New
5458,21.37,2023-05-02,Books,New
5459,12.08,2023-06-10,Clothing,New
5460,75.54,2023-08-13,Electronics,Regular
5461,19.63,2023-01-26,Clothing,Regular
5462,12.06,2023-12-13,Books,New
5463,18.66,2023-07-29,Clothing,New
5464,31.39,2023-07-05,Clothing,New
5465,165.77,2023-11-03,Books,Premium
5466,3.25,2023-11-13,Home,Regular
5467,34.05,2023-07-10,Home,Regular
5468,70.1,2023-12-05,Electronics,Regular
5469,41.77,2023-01-24,Clothing,Regular
5470,159.47,2023-02-11,Electronics,New
5471,30.29,2023-08-06,Clothing,Premium
5472,26.54,2023-05-10,Electronics,Regular
5473,67.41,2023-06-19,Electronics,Regular
5474,37.31,2023-04-30,Books,Regular
5475,20.73,2023-05-28,Home,Regular
5476,61.52,2023-10-28,Home,New
5477,15.13,2023-08-05,Home,New
5478,15.9,2023-12-31,Books,Regular
5479,17.57,2023-10-15,Home,New
5480,167.95,2023-04-10,Books,New
5481,0.69,2023-04-07,Clothing,Regular
5482,53.24,2023-05-03,Books,Premium
5483,34.51,2023-11-04,Electronics,Premium
5484,4.41,2023-01-10,Electronics,New
5485,48.02,2023-03-26,Clothing,New
5486,58.61,2023-11-27,Clothing,Regular
5487,67.19,2023-08-22,Electronics,Premium
5488,1.37,2023-03-24,Home,Premium
5489,170.66,2023-03-21,Home,Premium
5490,13.66,2023-11-11,Home,Regular
5491,75.48,2023-11-23,Clothing,New
5492,80.58,2023-04-04,Electronics,New
5493,11.56,2023-06-03,Books,New
5494,73.15,2023-11-01,Clothing,Regular
5495,20.85,2023-10-09,Electronics,New
5496,2.76,2023-10-25,Home,Regular
5497,134.46,2023-07-09,Home,Regular
5498,13.07,2023-11-29,Home,New
5499,11.88,2023-04-29,Electronics,Premium
5500,20.42,2023-02-27,Home,Regular
5501,45.91,2023-09-16,Electronics,Premium
5502,30.92,2023-07-16,Clothing,Premium
5503,63.92,2023-11-08,Books,New
5504,6.64,2023-01-30,Home,Regular
5505,13.59,2023-11-04,Clothing,New
5506,28.81,2023-04-18,Clothing,Regular
5507,322.94,2023-08-28,Electronics,Regular
5508,28.89,2023-01-15,Clothing,Premium
5509,121.79,2023-08-11,Electronics,New
5510,34.68,2023-09-19,Electronics,Regular
5511,18.53,2023-05-15,Clothing,Premium
5512,24.63,2023-03-20,Electronics,Regular
5513,27.06,2023-07-16,Electronics,New
5514,68.33,2023-11-01,Electronics,Regular
5515,172.35,2023-04-29,Clothing,New
5516,50.99,2023-04-03,Books,New
5517,137.62,2023-04-12,Electronics,Regular
5518,10.4,2023-12-13,Home,New
5519,20.13,2023-05-12,Clothing,Regular
5520,13.89,2023-01-02,Clothing,Regular
5521,48.3,2023-10-13,Electronics,Regular
5522,21.53,2023-09-13,Clothing,New
5523,79.5,2023-02-16,Home,New
5524,10.84,2023-12-26,Books,New
5525,34.87,2023-08-10,Clothing,New
5526,75.51,2023-07-02,Clothing,Regular
5527,2.78,2023-05-20,Clothing,Regular
5528,422.4,2023-11-25,Electronics,Premium
5529,23.58,2023-03-31,Home,Regular
5530,2.92,2023-04-15,Books,New
5531,40.03,2023-02-14,Home,New
5532,34.47,2023-10-05,Home,Premium
5533,30.02,2023-08-06,Clothing,Regular
5534,108.79,2023-08-11,Books,Regular
5535,81.2,2023-03-21,Home,New
5536,47.34,2023-08-26,Books,New
5537,56.84,2023-10-07,Electronics,New
5538,29.22,2023-05-11,Clothing,Premium
5539,278.83,2023-10-20,Electronics,New
5540,5.61,2023-05-08,Books,Regular
5541,39.16,2023-10-04,Clothing,Regular
5542,35.8,2023-01-13,Electronics,Regular
5543,87.88,2023-07-21,Clothing,New
5544,12.03,2023-12-20,Electronics,Regular
5545,4.09,2023-12-25,Home,New
5546,39.97,2023-04-13,Clothing,Premium
5547,46.41,2023-06-11,Books,New
5548,197.85,2023-01-23,Clothing,New
5549,7.21,2023-11-15,Books,Regular
5550,132.37,2023-07-27,Electronics,Premium
5551,567.31,2023-05-21,Electronics,New
5552,21.05,2023-02-11,Books,Regular
5553,7.03,2023-12-12,Electronics,New
5554,20.32,2023-07-13,Clothing,New
5555,33.68,2023-04-14,Electronics,Regular
5556,65.14,2023-05-08,Books,New
5557,16.29,2023-04-09,Books,Regular
5558,214.06,2023-08-08,Home,Regular
5559,8.69,2023-12-06,Books,Premium
5560,4.11,2023-11-09,Electronics,New
5561,124.97,2023-06-18,Books,Regular
5562,2.16,2023-10-29,Electronics,Premium
5563,25.92,2023-06-04,Electronics,Regular
5564,1395.79,2023-04-03,Home,New
5565,32.64,2023-12-25,Electronics,Regular
5566,8.63,2023-04-21,Books,Premium
5567,30.91,2023-04-29,Books,Regular
5568,31.16,2023-12-28,Books,Premium
5569,40.16,2023-02-18,Electronics,Regular
5570,73.31,2023-10-05,Books,New
5571,9.52,2023-12-08,Clothing,New
5572,250.9,2023-07-06,Clothing,New
5573,44.44,2023-01-01,Books,New
5574,79.21,2023-05-17,Electronics,Premium
5575,15.58,2023-02-10,Books,Regular
5576,155.04,2023-06-01,Clothing,Regular
5577,24.33,2023-10-16,Electronics,Regular
5578,46.2,2023-06-10,Books,Regular
5579,10.81,2023-06-07,Electronics,New
5580,10.01,2023-07-23,Books,Premium
5581,75.63,2023-08-01,Home,Regular
5582,19.45,2023-11-09,Electronics,Regular
5583,11.89,2023-04-23,Clothing,Premium
5584,15.31,2023-10-27,Clothing,Regular
5585,76.61,2023-07-26,Clothing,Premium
5586,15.57,2023-04-20,Clothing,Premium
5587,28.76,2023-04-18,Books,New
5588,33.72,2023-05-12,Books,New
5589,3.32,2023-08-16,Electronics,Premium
5590,5.67,2023-03-26,Home,Regular
5591,49.58,2023-12-02,Home,New
5592,13.67,2023-07-29,Electronics,Regular
5593,117.69,2023-12-02,Clothing,Regular
5594,105.65,2023-01-17,Home,Regular
5595,78.49,2023-05-06,Home,Premium
5596,294.04,2023-01-09,Electronics,Premium
5597,29.97,2023-04-10,Clothing,Premium
5598,72.14,2023-11-11,Books,New
5599,16.42,2023-01-14,Books,Regular
5600,628.19,2023-06-09,Home,New
5601,357.94,2023-02-12,Books,New
5602,33.59,2023-06-02,Electronics,Premium
5603,52.66,2023-11-03,Home,Regular
5604,169.21,2023-08-16,Home,Premium
5605,27.76,2023-09-26,Clothing,New
5606,15.06,2023-05-08,Books,Premium
5607,94.52,2023-12-11,Clothing,New
5608,36.38,2023-09-16,Home,New
5609,41.25,2023-06-03,Books,Regular
5610,12.17,2023-06-05,Clothing,Regular
5611,4.22,2023-12-02,Books,Regular
5612,43.96,2023-07-30,Home,Premium
5613,98.1,2023-09-15,Home,Regular
5614,25.26,2023-06-02,Home,New
5615,185.62,2023-03-23,Electronics,New
5616,14.23,2023-09-22,Clothing,Regular
5617,9.34,2023-08-10,Clothing,Regular
5618,30.55,2023-07-02,Home,Regular
5619,29.99,2023-08-16,Clothing,New
5620,83.43,2023-03-18,Home,Regular
5621,13.07,2023-10-17,Clothing,New
5622,171.01,2023-12-13,Books,Regular
5623,350.83,2023-11-22,Clothing,Regular
5624,31.6,2023-04-28,Home,New
5625,148.36,2023-05-29,Clothing,Premium
5626,9.32,2023-10-23,Books,Regular
5627,120.33,2023-08-06,Books,Regular
5628,116.36,2023-07-19,Books,Regular
5629,93.33,2023-12-05,Home,Premium
5630,32.5,2023-07-15,Electronics,Regular
5631,0.96,2023-07-07,Home,Regular
5632,15.33,2023-01-16,Books,New
5633,15.63,2023-01-26,Clothing,New
5634,10.24,2023-01-03,Books,New
5635,38.35,2023-11-30,Electronics,Premium
5636,20.03,2023-05-30,Electronics,Regular
5637,12.31,2023-06-21,Books,Premium
5638,9.29,2023-11-05,Home,New
5639,14.03,2023-08-11,Electronics,Regular
5640,127.2,2023-08-11,Books,Premium
5641,14.98,2023-04-19,Home,New
5642,17.85,2023-11-01,Clothing,Regular
5643,19.14,2023-03-02,Home,Premium
5644,49.74,2023-01-20,Electronics,Premium
5645,57.25,2023-03-11,Home,Premium
5646,0.86,2023-04-08,Home,Premium
5647,112.84,2023-04-14,Clothing,Regular
5648,185.61,2023-09-02,Books,New
5649,9.39,2023-03-21,Home,Regular
5650,10.31,2023-09-04,Clothing,Premium
5651,19.29,2023-02-03,Electronics,Regular
5652,13.37,2023-02-23,Books,New
5653,43.32,2023-07-05,Electronics,Regular
5654,3.2,2023-12-03,Books,Regular
5655,8.66,2023-11-10,Home,New
5656,209.99,2023-12-20,Home,Regular
5657,10.87,2023-08-26,Books,Regular
5658,147.25,2023-09-04,Electronics,Regular
5659,50.72,2023-08-17,Electronics,Regular
5660,3.78,2023-08-16,Electronics,New
5661,70.98,2023-02-23,Home,Regular
5662,28.75,2023-07-18,Books,Regular
5663,19.17,2023-05-21,Books,Regular
5664,44.43,2023-06-11,Electronics,New
5665,58.53,2023-07-11,Home,Regular
5666,77.41,2023-02-16,Books,Regular
5667,136.17,2023-05-12,Books,Premium
5668,54.04,2023-01-24,Electronics,Regular
5669,6.35,2023-12-24,Electronics,Premium
5670,18.76,2023-02-13,Books,Regular
5671,1131.91,2023-04-05,Home,Regular
5672,79.0,2023-11-22,Clothing,New
5673,568.58,2023-06-26,Books,Regular
5674,176.71,2023-02-19,Books,Regular
5675,44.26,2023-05-21,Home,Regular
5676,47.55,2023-02-12,Books,Regular
5677,31.69,2023-03-15,Clothing,New
5678,4.11,2023-01-19,Home,New
5679,33.84,2023-06-09,Clothing,Premium
5680,141.57,2023-10-22,Clothing,New
5681,16.13,2023-08-02,Books,New
5682,54.29,2023-08-10,Clothing,Premium
5683,92.01,2023-03-15,Books,Regular
5684,11.12,2023-05-06,Books,New
5685,19.27,2023-11-05,Home,New
5686,9.76,2023-02-02,Home,New
5687,12.35,2023-11-10,Home,Regular
5688,7.06,2023-06-26,Books,Regular
5689,11.24,2023-11-02,Clothing,New
5690,181.88,2023-04-27,Clothing,Premium
5691,11.04,2023-05-04,Home,New
5692,38.54,2023-10-02,Home,New
5693,18.11,2023-10-14,Books,Premium
5694,136.27,2023-03-25,Electronics,New
5695,159.72,2023-12-22,Electronics,Premium
5696,93.4,2023-01-31,Books,Regular
5697,47.82,2023-01-26,Electronics,New
5698,25.1,2023-08-06,Electronics,Regular
5699,7.92,2023-09-21,Electronics,Regular
5700,341.12,2023-12-17,Home,Premium
5701,13.31,2023-05-28,Clothing,Regular
5702,73.43,2023-01-10,Clothing,Regular
5703,118.09,2023-08-09,Home,New
5704,17.01,2023-04-16,Home,Regular
5705,115.08,2023-06-08,Home,New
5706,82.85,2023-06-28,Electronics,New
5707,263.37,2023-01-24,Books,Premium
5708,18.86,2023-06-27,Books,New
5709,7.08,2023-06-05,Electronics,New
5710,18.05,2023-09-18,Electronics,Regular
5711,42.55,2023-08-24,Home,Premium
5712,35.51,2023-03-09,Home,New
5713,20.65,2023-03-17,Clothing,New
5714,3.35,2023-04-02,Home,New
5715,58.24,2023-03-07,Electronics,New
5716,353.12,2023-08-28,Clothing,Regular
5717,57.81,2023-12-29,Home,Regular
5718,68.78,2023-08-27,Clothing,Regular
5719,65.82,2023-08-10,Clothing,Regular
5720,53.33,2023-05-30,Home,Premium
5721,101.29,2023-04-25,Books,Regular
5722,53.22,2023-11-29,Electronics,Premium
5723,22.76,2023-12-20,Electronics,Regular
5724,12.74,2023-07-01,Clothing,Regular
5725,24.56,2023-04-16,Books,Regular
5726,48.28,2023-10-09,Books,Regular
5727,22.66,2023-02-18,Home,Premium
5728,48.29,2023-10-07,Home,New
5729,56.09,2023-10-26,Electronics,Regular
5730,90.0,2023-02-15,Home,Regular
5731,154.37,2023-12-23,Home,Regular
5732,36.37,2023-12-26,Clothing,Regular
5733,6.89,2023-12-08,Books,Regular
5734,21.89,2023-07-01,Books,New
5735,34.91,2023-03-31,Home,Premium
5736,3.66,2023-08-01,Home,Regular
5737,175.28,2023-06-03,Home,Regular
5738,39.29,2023-03-17,Electronics,New
5739,52.33,2023-06-04,Electronics,New
5740,170.48,2023-08-31,Clothing,Regular
5741,15.55,2023-01-26,Electronics,Regular
5742,65.95,2023-05-02,Books,Regular
5743,29.03,2023-01-07,Electronics,New
5744,26.55,2023-10-01,Books,New
5745,13.11,2023-08-22,Electronics,New
5746,244.38,2023-01-23,Electronics,New
5747,21.1,2023-12-19,Clothing,New
5748,76.66,2023-01-09,Home,Regular
5749,3.49,2023-08-04,Home,Regular
5750,136.45,2023-10-11,Home,Regular
5751,117.06,2023-10-15,Clothing,Premium
5752,37.22,2023-01-13,Books,Regular
5753,25.22,2023-11-27,Electronics,Premium
5754,53.52,2023-12-02,Clothing,New
5755,516.23,2023-07-24,Books,Regular
5756,3.99,2023-06-25,Clothing,Regular
5757,84.64,2023-01-17,Clothing,Regular
5758,11.09,2023-07-25,Books,Regular
5759,32.33,2023-05-30,Home,New
5760,24.6,2023-10-10,Electronics,Regular
5761,19.81,2023-05-28,Home,Regular
5762,32.7,2023-09-07,Clothing,New
5763,8.49,2023-02-07,Books,Regular
5764,113.87,2023-02-18,Clothing,Regular
5765,3.85,2023-02-20,Home,New
5766,63.29,2023-01-17,Home,New
5767,22.38,2023-07-17,Home,Premium
5768,8.12,2023-10-17,Electronics,Premium
5769,42.22,2023-08-11,Home,New
5770,5.11,2023-07-29,Electronics,Premium
5771,34.73,2023-09-06,Electronics,Regular
5772,6.0,2023-05-04,Home,Premium
5773,57.6,2023-05-13,Books,Regular
5774,10.92,2023-04-25,Clothing,Premium
5775,19.27,2023-09-17,Clothing,Regular
5776,47.12,2023-02-28,Electronics,New
5777,13.1,2023-01-05,Electronics,New
5778,30.89,2023-08-06,Electronics,Regular
5779,5.38,2023-12-10,Clothing,New
5780,70.6,2023-08-11,Electronics,Regular
5781,275.31,2023-10-13,Books,Premium
5782,944.5,2023-09-03,Books,New
5783,36.94,2023-07-01,Electronics,Regular
5784,85.27,2023-09-20,Clothing,Regular
5785,3.91,2023-10-28,Home,Regular
5786,201.0,2023-03-24,Clothing,New
5787,84.06,2023-05-03,Home,New
5788,18.53,2023-03-23,Home,Premium
5789,146.15,2023-06-15,Electronics,Premium
5790,24.4,2023-11-20,Books,Regular
5791,19.11,2023-05-07,Electronics,Regular
5792,58.58,2023-05-17,Home,Regular
5793,9.24,2023-11-11,Electronics,Regular
5794,112.84,2023-07-08,Home,Regular
5795,9.33,2023-07-15,Electronics,New
5796,9.39,2023-11-11,Books,Regular
5797,11.12,2023-06-29,Books,New
5798,82.38,2023-09-06,Clothing,Regular
5799,15.8,2023-02-01,Home,New
5800,6.57,2023-03-07,Home,Regular
5801,16.01,2023-05-28,Electronics,Regular
5802,31.87,2023-06-30,Clothing,Regular
5803,8.03,2023-12-19,Books,Regular
5804,8.31,2023-12-21,Electronics,Premium
5805,417.2,2023-11-07,Clothing,New
5806,11.79,2023-04-26,Books,Regular
5807,22.47,2023-12-18,Electronics,Regular
5808,21.31,2023-09-09,Books,Premium
5809,19.97,2023-05-24,Home,Regular
5810,69.8,2023-09-14,Clothing,Regular
5811,103.31,2023-01-07,Books,New
5812,22.94,2023-02-23,Clothing,New
5813,7.51,2023-10-30,Electronics,Regular
5814,152.83,2023-08-24,Clothing,Premium
5815,29.54,2023-05-13,Electronics,New
5816,264.12,2023-07-02,Clothing,New
5817,2.24,2023-11-27,Electronics,New
5818,41.87,2023-08-19,Electronics,New
5819,331.07,2023-05-26,Electronics,Premium
5820,21.67,2023-02-13,Books,Premium
5821,25.26,2023-04-18,Home,Regular
5822,47.21,2023-12-24,Clothing,New
5823,16.94,2023-06-09,Home,Premium
5824,22.77,2023-06-22,Home,New
5825,22.08,2023-07-01,Home,Regular
5826,15.6,2023-11-19,Home,Premium
5827,144.69,2023-08-09,Clothing,Regular
5828,57.59,2023-09-11,Clothing,New
5829,44.73,2023-05-23,Home,New
5830,87.38,2023-01-11,Clothing,Premium
5831,24.11,2023-12-06,Clothing,New
5832,13.08,2023-12-13,Electronics,Regular
5833,16.07,2023-12-13,Clothing,Regular
5834,33.19,2023-12-11,Books,Premium
5835,9.29,2023-10-25,Home,Regular
5836,18.17,2023-09-07,Clothing,New
5837,17.83,2023-11-05,Home,Regular
5838,423.89,2023-08-08,Clothing,New
5839,1.19,2023-02-19,Home,New
5840,26.69,2023-05-23,Books,Premium
5841,262.65,2023-12-21,Clothing,New
5842,38.33,2023-05-09,Clothing,New
5843,81.79,2023-11-13,Books,Regular
5844,37.33,2023-02-04,Clothing,Regular
5845,14.87,2023-05-02,Home,Regular
5846,2.25,2023-05-09,Books,Regular
5847,42.37,2023-01-19,Electronics,Regular
5848,13.06,2023-02-13,Home,Regular
5849,12.67,2023-03-12,Clothing,Regular
5850,18.2,2023-11-02,Home,New
5851,268.76,2023-01-24,Books,Regular
5852,593.36,2023-04-20,Clothing,Regular
5853,42.98,2023-01-04,Clothing,New
5854,18.96,2023-09-11,Books,New
5855,8.06,2023-08-15,Electronics,Regular
5856,58.1,2023-08-24,Clothing,Regular
5857,281.32,2023-05-17,Clothing,Regular
5858,24.61,2023-03-18,Clothing,Regular
5859,1.91,2023-09-20,Electronics,Regular
5860,74.0,2023-10-24,Home,Premium
5861,108.04,2023-02-20,Electronics,Regular
5862,4.94,2023-06-27,Home,Regular
5863,40.93,2023-04-01,Clothing,New
5864,56.91,2023-03-03,Home,Regular
5865,30.33,2023-09-26,Home,Premium
5866,12.82,2023-07-16,Home,Regular
5867,112.07,2023-03-20,Home,New
5868,20.41,2023-04-24,Clothing,Regular
5869,5.57,2023-12-19,Books,New
5870,2.83,2023-11-06,Electronics,Regular
5871,150.36,2023-11-18,Home,Regular
5872,69.41,2023-06-17,Clothing,Regular
5873,36.8,2023-08-16,Clothing,Regular
5874,19.52,2023-05-18,Clothing,Regular
5875,17.55,2023-01-29,Clothing,Regular
5876,9.11,2023-05-27,Home,Regular
5877,19.73,2023-08-05,Electronics,Regular
5878,2.6,2023-04-15,Clothing,Regular
5879,13.69,2023-11-06,Electronics,New
5880,22.8,2023-02-25,Electronics,Regular
5881,68.84,2023-05-15,Electronics,Regular
5882,31.57,2023-02-15,Books,New
5883,85.96,2023-05-28,Clothing,New
5884,167.16,2023-01-15,Clothing,New
5885,117.9,2023-04-10,Clothing,Premium
5886,58.24,2023-05-27,Electronics,Regular
5887,33.59,2023-06-24,Clothing,Regular
5888,10.21,2023-07-18,Clothing,Regular
5889,80.47,2023-04-11,Electronics,Regular
5890,248.56,2023-07-10,Clothing,Regular
5891,49.93,2023-07-05,Home,Regular
5892,330.53,2023-04-26,Books,New
5893,5.31,2023-10-31,Home,Regular
5894,8.29,2023-07-19,Home,Regular
5895,92.41,2023-05-02,Home,Regular
5896,45.47,2023-12-12,Electronics,Regular
5897,160.22,2023-11-05,Clothing,Regular
5898,32.51,2023-12-25,Home,Regular
5899,11.69,2023-09-10,Home,Regular
5900,25.63,2023-05-19,Clothing,New
5901,5.26,2023-04-13,Electronics,Regular
5902,8.55,2023-08-31,Home,Premium
5903,106.37,2023-12-24,Clothing,Regular
5904,94.38,2023-08-17,Clothing,Premium
5905,51.19,2023-11-18,Books,New
5906,4.2,2023-05-01,Home,New
5907,21.54,2023-05-29,Home,Regular
5908,7.61,2023-11-27,Books,New
5909,135.89,2023-10-04,Clothing,New
5910,16.44,2023-12-25,Clothing,Regular
5911,9.0,2023-10-10,Home,New
5912,34.32,2023-06-13,Home,New
5913,15.36,2023-07-13,Books,Premium
5914,196.47,2023-11-25,Home,New
5915,13.71,2023-07-21,Home,New
5916,6.18,2023-04-04,Electronics,New
5917,2.5,2023-06-09,Books,Premium
5918,31.91,2023-07-08,Clothing,Regular
5919,16.87,2023-02-05,Home,New
5920,5.96,2023-09-29,Clothing,New
5921,137.97,2023-02-09,Home,Regular
5922,73.75,2023-05-28,Electronics,New
5923,32.01,2023-10-21,Books,Premium
5924,170.24,2023-06-20,Books,Regular
5925,73.34,2023-11-04,Clothing,New
5926,12.34,2023-05-05,Electronics,Premium
5927,9.52,2023-12-16,Clothing,Regular
5928,88.37,2023-03-18,Electronics,New
5929,53.28,2023-01-14,Home,Regular
5930,40.6,2023-11-15,Home,Regular
5931,11.99,2023-10-02,Electronics,New
5932,68.69,2023-03-26,Home,Regular
5933,13.38,2023-12-26,Books,New
5934,29.3,2023-07-03,Electronics,Premium
5935,187.98,2023-12-14,Electronics,Regular
5936,14.98,2023-07-04,Clothing,New
5937,5.01,2023-06-22,Electronics,Regular
5938,9.36,2023-06-13,Clothing,Regular
5939,109.2,2023-05-03,Electronics,Premium
5940,44.96,2023-07-14,Books,Regular
5941,28.37,2023-06-15,Books,Premium
5942,17.98,2023-01-14,Books,Regular
5943,59.29,2023-04-06,Clothing,New
5944,11.95,2023-03-19,Clothing,Premium
5945,47.79,2023-11-13,Home,Regular
5946,13.77,2023-08-07,Clothing,Regular
5947,11.28,2023-10-06,Clothing,Premium
5948,15.41,2023-12-16,Books,Regular
5949,21.11,2023-08-24,Electronics,New
5950,31.23,2023-12-25,Clothing,Premium
5951,43.93,2023-04-24,Home,New
5952,0.4,2023-03-09,Electronics,Regular
5953,12.56,2023-05-28,Clothing,New
5954,20.7,2023-06-21,Electronics,New
5955,201.56,2023-11-23,Electronics,Regular
5956,9.06,2023-07-24,Electronics,Regular
5957,40.26,2023-04-17,Electronics,Regular
5958,199.15,2023-09-29,Electronics,Premium
5959,6.85,2023-07-04,Clothing,Regular
5960,53.13,2023-03-01,Electronics,Regular
5961,12.65,2023-07-30,Electronics,Regular
5962,18.07,2023-11-29,Home,Regular
5963,12.63,2023-11-04,Home,Regular
5964,13.76,2023-08-03,Electronics,Regular
5965,868.09,2023-05-18,Clothing,Regular
5966,91.23,2023-02-01,Home,Regular
5967,124.22,2023-06-21,Home,Regular
5968,59.76,2023-10-02,Electronics,Regular
5969,4.82,2023-05-12,Clothing,New
5970,53.19,2023-03-27,Books,Premium
5971,120.0,2023-12-06,Clothing,Regular
5972,11.89,2023-10-27,Home,New
5973,105.47,2023-08-21,Home,New
5974,77.11,2023-02-19,Home,Regular
5975,305.65,2023-02-22,Home,Regular
5976,20.06,2023-02-07,Home,Premium
5977,8.87,2023-08-13,Electronics,New
5978,21.46,2023-02-12,Electronics,New
5979,185.43,2023-11-04,Electronics,Premium
5980,3.69,2023-12-29,Home,New
5981,2.77,2023-05-14,Electronics,Regular
5982,36.87,2023-06-15,Home,New
5983,19.47,2023-09-17,Clothing,Regular
5984,33.42,2023-12-09,Books,New
5985,102.96,2023-11-23,Clothing,Regular
5986,17.06,2023-01-22,Books,Regular
5987,3.5,2023-03-03,Electronics,Premium
5988,385.05,2023-10-03,Books,New
5989,10.01,2023-09-09,Clothing,New
5990,9.29,2023-02-18,Clothing,New
5991,124.52,2023-07-03,Books,Premium
5992,20.88,2023-10-12,Clothing,Regular
5993,30.69,2023-03-21,Electronics,Regular
5994,59.11,2023-11-15,Clothing,New
5995,121.55,2023-01-20,Books,Regular
5996,22.19,2023-10-13,Electronics,Regular
5997,205.19,2023-08-13,Books,Regular
5998,2.55,2023-04-26,Home,Regular
5999,82.41,2023-09-21,Home,New
6000,12.09,2023-10-13,Electronics,Regular
6001,171.87,2023-12-07,Electronics,Premium
6002,39.27,2023-05-15,Clothing,Premium
6003,14.77,2023-09-08,Books,Regular
6004,73.36,2023-08-08,Home,New
6005,96.72,2023-07-11,Clothing,Regular
6006,71.54,2023-11-22,Home,New
6007,9.63,2023-01-02,Clothing,New
6008,18.53,2023-04-13,Clothing,Regular
6009,32.95,2023-07-16,Home,Premium
6010,31.52,2023-03-07,Clothing,New
6011,81.43,2023-11-28,Home,New
6012,2.95,2023-08-25,Electronics,Regular
6013,49.46,2023-06-24,Books,New
6014,23.38,2023-10-25,Clothing,Regular
6015,12.11,2023-06-14,Home,New
6016,13.59,2023-07-23,Home,New
6017,25.6,2023-01-02,Books,Regular
6018,0.44,2023-05-14,Books,Premium
6019,14.27,2023-02-20,Books,Regular
6020,11.58,2023-09-09,Clothing,Premium
6021,62.76,2023-06-24,Home,New
6022,12.6,2023-04-21,Clothing,Premium
6023,25.58,2023-06-20,Clothing,Regular
6024,210.76,2023-03-18,Electronics,Premium
6025,109.2,2023-12-04,Books,Regular
6026,97.78,2023-01-20,Electronics,New
6027,18.18,2023-11-12,Electronics,New
6028,63.54,2023-07-06,Clothing,Regular
6029,25.01,2023-08-14,Clothing,New
6030,26.17,2023-04-21,Home,Premium
6031,54.14,2023-12-19,Electronics,New
6032,16.18,2023-04-13,Books,Regular
6033,198.66,2023-08-03,Electronics,New
6034,27.33,2023-12-29,Home,New
6035,69.55,2023-11-18,Electronics,Regular
6036,189.94,2023-07-15,Electronics,Regular
6037,114.2,2023-12-28,Electronics,Premium
6038,6.11,2023-09-13,Home,New
6039,56.48,2023-03-18,Electronics,Premium
6040,91.91,2023-05-29,Clothing,Regular
6041,96.57,2023-05-03,Electronics,Premium
6042,8.71,2023-05-06,Clothing,New
6043,15.05,2023-10-05,Electronics,Regular
6044,109.23,2023-08-02,Clothing,Regular
6045,13.28,2023-01-14,Electronics,Regular
6046,23.11,2023-11-17,Books,New
6047,219.43,2023-04-19,Clothing,Regular
6048,31.27,2023-12-30,Books,New
6049,13.84,2023-12-15,Clothing,Regular
6050,11.55,2023-12-10,Electronics,Regular
6051,49.37,2023-10-24,Home,Regular
6052,6.69,2023-03-22,Electronics,Premium
6053,24.61,2023-07-14,Home,New
6054,49.4,2023-03-23,Books,Regular
6055,157.43,2023-04-05,Home,Regular
6056,73.78,2023-08-11,Home,Regular
6057,14.06,2023-01-15,Home,Premium
6058,136.2,2023-12-20,Home,Premium
6059,23.12,2023-12-02,Books,Premium
6060,7.52,2023-05-19,Home,Premium
6061,26.94,2023-07-08,Electronics,Premium
6062,186.01,2023-06-20,Clothing,Regular
6063,40.38,2023-11-19,Clothing,Premium
6064,33.62,2023-09-09,Electronics,Regular
6065,236.19,2023-04-12,Books,New
6066,5.94,2023-06-13,Electronics,New
6067,7.08,2023-06-06,Electronics,New
6068,4.76,2023-12-17,Home,Regular
6069,51.79,2023-03-05,Home,Regular
6070,40.44,2023-02-02,Books,New
6071,210.88,2023-11-18,Books,Regular
6072,44.35,2023-11-24,Clothing,New
6073,20.39,2023-11-15,Books,Premium
6074,33.19,2023-07-06,Electronics,Regular
6075,38.14,2023-08-29,Clothing,Premium
6076,4.45,2023-07-25,Clothing,New
6077,856.11,2023-01-26,Home,Premium
6078,61.8,2023-08-06,Home,Regular
6079,42.61,2023-01-05,Clothing,Regular
6080,69.28,2023-04-29,Home,Regular
6081,77.58,2023-12-07,Home,Regular
6082,27.98,2023-04-21,Home,Premium
6083,15.53,2023-12-10,Clothing,Regular
6084,67.99,2023-04-02,Clothing,Premium
6085,52.61,2023-04-25,Clothing,New
6086,12.53,2023-08-18,Electronics,Regular
6087,181.79,2023-10-05,Clothing,Regular
6088,47.09,2023-07-03,Home,Regular
6089,79.5,2023-11-18,Clothing,Premium
6090,175.97,2023-01-15,Electronics,Regular
6091,34.0,2023-12-03,Home,Regular
6092,48.44,2023-03-13,Books,Regular
6093,87.53,2023-11-19,Clothing,Regular
6094,13.88,2023-05-27,Clothing,New
